Transaction_ID,Customer_ID,Date_Time,Store_Location,Product,Brand,Quantity,Price_Per_Unit,Total_Price,Payment_Method
TXN_91,CUST_182,2023-09-11 13:42:00,Store_C,Cucumber,Brand_A,4,1.32,5.28,Cash
TXN_92,CUST_88,2023-09-19 19:45:00,Store_D,Cucumber,Brand_B,2,1.18,2.36,Mobile Payment
TXN_93,CUST_90,2023-09-26 09:19:00,Store_B,Pickled Cucumbers,Brand_B,2,2.3,4.6,Credit Card
TXN_94,CUST_256,2023-09-02 17:39:00,Store_A,Pickled Cucumbers,Brand_A,3,2.35,7.050000000000001,Mobile Payment
TXN_95,CUST_270,2023-09-28 08:31:00,Store_D,Cucumber,Brand_B,2,1.13,2.26,Cash
TXN_96,CUST_221,2023-09-18 08:14:00,Store_D,Pickled Cucumbers,Brand_A,2,2.01,4.02,Cash
TXN_97,CUST_40,2023-09-30 13:09:00,Store_B,Cucumber,Brand_A,1,1.35,1.35,Cash
TXN_98,CUST_60,2023-09-21 16:36:00,Store_B,Cucumber,Brand_A,4,1.31,5.24,Cash
TXN_99,CUST_149,2023-09-01 13:52:00,Store_D,Pickled Cucumbers,Brand_A,5,2.22,11.100000000000001,Credit Card
TXN_100,CUST_226,2023-09-26 18:19:00,Store_D,Cucumber,Brand_A,1,1.38,1.38,Credit Card
TXN_101,CUST_250,2023-09-05 12:19:00,Store_A,Pickled Cucumbers,Brand_A,3,2.31,6.93,Credit Card
TXN_102,CUST_171,2023-09-29 16:03:00,Store_B,Pickled Cucumbers,Brand_B,2,2.18,4.36,Mobile Payment
TXN_103,CUST_74,2023-09-29 20:37:00,Store_B,Pickled Cucumbers,Brand_A,2,2.58,5.16,Credit Card
TXN_104,CUST_15,2023-09-29 12:43:00,Store_D,Cucumber,Brand_A,4,1.15,4.6,Credit Card
TXN_105,CUST_3,2023-09-29 14:59:00,Store_C,Pickled Cucumbers,Brand_C,5,1.95,9.75,Cash
TXN_106,CUST_135,2023-09-15 19:44:00,Store_A,Pickled Cucumbers,Brand_A,5,2.06,10.3,Credit Card
TXN_107,CUST_239,2023-09-15 11:23:00,Store_C,Pickled Cucumbers,Brand_A,5,2.91,14.55,Cash
TXN_108,CUST_23,2023-09-02 19:16:00,Store_B,Pickled Cucumbers,Brand_B,2,1.99,3.98,Cash
TXN_109,CUST_161,2023-09-13 09:28:00,Store_B,Pickled Cucumbers,Brand_A,5,2.43,12.15,Mobile Payment
TXN_110,CUST_81,2023-09-14 20:05:00,Store_B,Pickled Cucumbers,Brand_A,2,2.2,4.4,Mobile Payment
TXN_111,CUST_221,2023-09-30 13:37:00,Store_C,Cucumber,Brand_A,3,1.23,3.69,Mobile Payment
TXN_112,CUST_82,2023-09-11 10:08:00,Store_B,Cucumber,Brand_A,4,1.22,4.88,Credit Card
TXN_113,CUST_237,2023-09-26 19:37:00,Store_D,Pickled Cucumbers,Brand_C,1,2.12,2.12,Mobile Payment
TXN_114,CUST_43,2023-09-25 18:16:00,Store_B,Cucumber,Brand_B,2,1.15,2.3,Cash
TXN_115,CUST_285,2023-09-04 13:06:00,Store_D,Cucumber,Brand_B,5,1.33,6.65,Mobile Payment
TXN_116,CUST_223,2023-09-30 11:07:00,Store_C,Pickled Cucumbers,Brand_B,5,2.23,11.15,Mobile Payment
TXN_117,CUST_64,2023-09-23 18:58:00,Store_C,Cucumber,Brand_B,1,1.27,1.27,Credit Card
TXN_118,CUST_122,2023-09-05 19:26:00,Store_B,Pickled Cucumbers,Brand_A,4,2.17,8.68,Mobile Payment
TXN_119,CUST_273,2023-09-28 12:54:00,Store_D,Cucumber,Brand_B,1,1.01,1.01,Mobile Payment
TXN_120,CUST_226,2023-09-06 16:21:00,Store_A,Pickled Cucumbers,Brand_A,2,2.11,4.22,Cash
TXN_121,CUST_18,2023-09-02 09:46:00,Store_A,Pickled Cucumbers,Brand_B,5,2.05,10.25,Credit Card
TXN_122,CUST_93,2023-09-21 19:36:00,Store_A,Cucumber,Brand_B,4,1.05,4.2,Cash
TXN_123,CUST_129,2023-09-20 13:34:00,Store_D,Pickled Cucumbers,Brand_A,4,2.97,11.88,Mobile Payment
TXN_124,CUST_299,2023-09-20 10:17:00,Store_C,Pickled Cucumbers,Brand_A,2,2.35,4.7,Mobile Payment
TXN_125,CUST_215,2023-09-12 09:25:00,Store_A,Cucumber,Brand_A,3,1.0,3.0,Credit Card
TXN_126,CUST_52,2023-09-30 10:28:00,Store_B,Cucumber,Brand_A,3,1.29,3.87,Mobile Payment
TXN_127,CUST_253,2023-09-17 11:02:00,Store_D,Cucumber,Brand_B,2,1.09,2.18,Credit Card
TXN_128,CUST_64,2023-09-14 17:50:00,Store_D,Cucumber,Brand_B,5,1.03,5.15,Cash
TXN_129,CUST_236,2023-09-03 12:38:00,Store_C,Pickled Cucumbers,Brand_A,5,2.99,14.950000000000001,Mobile Payment
TXN_130,CUST_146,2023-09-18 10:00:00,Store_A,Cucumber,Brand_A,2,1.31,2.62,Cash
TXN_131,CUST_67,2023-09-01 20:31:00,Store_D,Pickled Cucumbers,Brand_A,4,2.39,9.56,Mobile Payment
TXN_132,CUST_82,2023-09-14 12:28:00,Store_A,Pickled Cucumbers,Brand_A,5,2.55,12.75,Mobile Payment
TXN_133,CUST_77,2023-09-11 13:56:00,Store_D,Pickled Cucumbers,Brand_A,4,2.56,10.24,Mobile Payment
TXN_134,CUST_90,2023-09-10 14:52:00,Store_A,Pickled Cucumbers,Brand_A,5,2.66,13.3,Cash
TXN_135,CUST_87,2023-09-15 20:47:00,Store_C,Cucumber,Brand_C,4,1.15,4.6,Cash
TXN_136,CUST_105,2023-09-30 17:23:00,Store_D,Pickled Cucumbers,Brand_A,5,2.91,14.55,Mobile Payment
TXN_137,CUST_22,2023-09-08 18:22:00,Store_B,Pickled Cucumbers,Brand_A,5,2.26,11.299999999999999,Credit Card
TXN_138,CUST_296,2023-09-06 15:55:00,Store_B,Cucumber,Brand_B,4,1.11,4.44,Cash
TXN_139,CUST_257,2023-09-03 09:23:00,Store_D,Cucumber,Brand_A,5,1.25,6.25,Cash
TXN_140,CUST_209,2023-09-21 11:06:00,Store_D,Cucumber,Brand_C,4,0.92,3.68,Cash
TXN_141,CUST_291,2023-09-18 13:07:00,Store_D,Pickled Cucumbers,Brand_C,2,2.0,4.0,Mobile Payment
TXN_142,CUST_49,2023-09-11 11:47:00,Store_D,Pickled Cucumbers,Brand_A,1,2.8,2.8,Cash
TXN_143,CUST_274,2023-09-09 20:51:00,Store_D,Pickled Cucumbers,Brand_A,2,2.74,5.48,Cash
TXN_144,CUST_39,2023-09-18 17:02:00,Store_B,Cucumber,Brand_A,4,1.27,5.08,Mobile Payment
TXN_145,CUST_94,2023-09-10 14:18:00,Store_C,Cucumber,Brand_A,5,1.22,6.1,Mobile Payment
TXN_146,CUST_293,2023-09-22 11:41:00,Store_A,Pickled Cucumbers,Brand_A,3,2.25,6.75,Mobile Payment
TXN_147,CUST_179,2023-09-22 20:46:00,Store_B,Cucumber,Brand_B,3,1.1,3.3000000000000003,Mobile Payment
TXN_148,CUST_217,2023-09-25 13:55:00,Store_C,Pickled Cucumbers,Brand_A,1,2.19,2.19,Mobile Payment
TXN_149,CUST_219,2023-09-05 15:06:00,Store_A,Pickled Cucumbers,Brand_A,4,2.02,8.08,Cash
TXN_150,CUST_53,2023-09-30 15:48:00,Store_A,Pickled Cucumbers,Brand_A,5,2.6,13.0,Credit Card
TXN_151,CUST_174,2023-09-25 13:42:00,Store_B,Pickled Cucumbers,Brand_C,4,2.11,8.44,Mobile Payment
TXN_152,CUST_267,2023-09-11 12:55:00,Store_C,Pickled Cucumbers,Brand_A,2,2.91,5.82,Cash
TXN_153,CUST_8,2023-09-11 18:45:00,Store_D,Pickled Cucumbers,Brand_A,5,2.54,12.7,Cash
TXN_154,CUST_121,2023-09-02 14:50:00,Store_A,Pickled Cucumbers,Brand_A,3,2.56,7.68,Mobile Payment
TXN_155,CUST_251,2023-09-18 16:25:00,Store_C,Pickled Cucumbers,Brand_C,5,2.06,10.3,Credit Card
TXN_156,CUST_105,2023-09-23 14:42:00,Store_B,Pickled Cucumbers,Brand_A,5,2.27,11.35,Mobile Payment
TXN_157,CUST_65,2023-09-17 11:49:00,Store_D,Cucumber,Brand_B,3,1.38,4.14,Mobile Payment
TXN_158,CUST_30,2023-09-13 12:59:00,Store_B,Pickled Cucumbers,Brand_B,2,2.47,4.94,Cash
TXN_159,CUST_242,2023-09-06 16:06:00,Store_D,Pickled Cucumbers,Brand_A,3,2.16,6.48,Credit Card
TXN_160,CUST_37,2023-09-30 19:19:00,Store_D,Cucumber,Brand_B,5,1.15,5.75,Mobile Payment
TXN_161,CUST_177,2023-09-02 20:24:00,Store_C,Pickled Cucumbers,Brand_A,4,2.56,10.24,Credit Card
TXN_162,CUST_160,2023-09-14 09:46:00,Store_B,Cucumber,Brand_B,2,0.98,1.96,Credit Card
TXN_163,CUST_187,2023-09-03 10:39:00,Store_C,Pickled Cucumbers,Brand_B,5,2.41,12.05,Credit Card
TXN_164,CUST_100,2023-09-08 15:38:00,Store_A,Pickled Cucumbers,Brand_A,5,2.08,10.4,Credit Card
TXN_165,CUST_12,2023-09-21 16:01:00,Store_C,Cucumber,Brand_A,3,1.49,4.47,Credit Card
TXN_166,CUST_5,2023-09-05 17:48:00,Store_B,Pickled Cucumbers,Brand_B,3,1.89,5.67,Mobile Payment
TXN_167,CUST_200,2023-09-07 19:40:00,Store_C,Cucumber,Brand_A,5,1.21,6.05,Mobile Payment
TXN_168,CUST_119,2023-09-14 14:06:00,Store_C,Cucumber,Brand_A,1,1.07,1.07,Credit Card
TXN_169,CUST_177,2023-09-28 16:52:00,Store_C,Pickled Cucumbers,Brand_A,1,2.43,2.43,Credit Card
TXN_170,CUST_140,2023-09-14 10:03:00,Store_D,Cucumber,Brand_A,4,1.36,5.44,Credit Card
TXN_171,CUST_234,2023-09-18 11:01:00,Store_D,Cucumber,Brand_B,4,1.36,5.44,Cash
TXN_172,CUST_113,2023-09-23 19:02:00,Store_C,Cucumber,Brand_A,5,1.44,7.199999999999999,Credit Card
TXN_173,CUST_22,2023-09-14 10:33:00,Store_C,Cucumber,Brand_A,1,1.32,1.32,Credit Card
TXN_174,CUST_259,2023-09-13 18:33:00,Store_B,Cucumber,Brand_A,2,1.22,2.44,Credit Card
TXN_175,CUST_125,2023-09-28 19:43:00,Store_B,Pickled Cucumbers,Brand_B,4,1.95,7.8,Credit Card
TXN_176,CUST_237,2023-09-04 12:11:00,Store_A,Cucumber,Brand_A,3,1.25,3.75,Mobile Payment
TXN_177,CUST_167,2023-09-23 11:49:00,Store_B,Pickled Cucumbers,Brand_B,2,2.32,4.64,Credit Card
TXN_178,CUST_127,2023-09-02 09:08:00,Store_A,Pickled Cucumbers,Brand_A,4,2.3,9.2,Cash
TXN_179,CUST_249,2023-09-16 18:45:00,Store_B,Pickled Cucumbers,Brand_C,5,1.68,8.4,Credit Card
TXN_180,CUST_126,2023-09-21 19:30:00,Store_A,Pickled Cucumbers,Brand_A,4,2.46,9.84,Credit Card
TXN_181,CUST_188,2023-09-09 14:05:00,Store_B,Cucumber,Brand_A,1,1.48,1.48,Credit Card
TXN_182,CUST_292,2023-09-14 10:37:00,Store_D,Pickled Cucumbers,Brand_A,2,2.43,4.86,Credit Card
TXN_183,CUST_274,2023-09-16 20:21:00,Store_A,Cucumber,Brand_C,4,0.84,3.36,Cash
TXN_184,CUST_227,2023-09-07 18:46:00,Store_D,Pickled Cucumbers,Brand_B,1,2.21,2.21,Mobile Payment
TXN_185,CUST_83,2023-09-14 18:32:00,Store_B,Cucumber,Brand_A,3,1.47,4.41,Credit Card
TXN_186,CUST_164,2023-09-05 12:52:00,Store_C,Pickled Cucumbers,Brand_B,5,2.44,12.2,Mobile Payment
TXN_187,CUST_185,2023-09-24 12:14:00,Store_C,Pickled Cucumbers,Brand_B,1,2.4,2.4,Mobile Payment
TXN_188,CUST_78,2023-09-30 20:48:00,Store_C,Cucumber,Brand_A,4,1.48,5.92,Mobile Payment
TXN_189,CUST_231,2023-09-07 16:38:00,Store_A,Cucumber,Brand_A,5,1.17,5.85,Credit Card
TXN_190,CUST_16,2023-09-16 13:23:00,Store_C,Cucumber,Brand_A,2,1.04,2.08,Credit Card
TXN_191,CUST_110,2023-09-29 08:41:00,Store_B,Pickled Cucumbers,Brand_A,5,2.8,14.0,Mobile Payment
TXN_192,CUST_100,2023-09-23 19:23:00,Store_C,Cucumber,Brand_B,4,1.34,5.36,Credit Card
TXN_193,CUST_121,2023-09-13 19:44:00,Store_C,Cucumber,Brand_C,5,0.93,4.65,Cash
TXN_194,CUST_275,2023-09-23 15:32:00,Store_D,Cucumber,Brand_B,4,1.12,4.48,Mobile Payment
TXN_195,CUST_29,2023-09-13 19:30:00,Store_D,Cucumber,Brand_A,4,1.06,4.24,Cash
TXN_196,CUST_228,2023-09-29 19:26:00,Store_B,Cucumber,Brand_A,1,1.19,1.19,Cash
TXN_197,CUST_95,2023-09-28 12:00:00,Store_C,Pickled Cucumbers,Brand_B,5,1.97,9.85,Credit Card
TXN_198,CUST_98,2023-09-10 17:54:00,Store_D,Pickled Cucumbers,Brand_B,5,1.98,9.9,Cash
TXN_199,CUST_99,2023-09-11 17:34:00,Store_A,Cucumber,Brand_B,5,1.29,6.45,Credit Card
TXN_200,CUST_283,2023-09-03 09:02:00,Store_D,Cucumber,Brand_B,3,0.91,2.73,Mobile Payment
TXN_201,CUST_53,2023-09-11 08:24:00,Store_D,Pickled Cucumbers,Brand_B,3,2.03,6.09,Credit Card
TXN_202,CUST_235,2023-09-25 18:58:00,Store_A,Pickled Cucumbers,Brand_A,4,2.2,8.8,Cash
TXN_203,CUST_28,2023-09-25 19:33:00,Store_C,Pickled Cucumbers,Brand_A,5,2.71,13.55,Credit Card
TXN_204,CUST_55,2023-09-15 10:10:00,Store_A,Pickled Cucumbers,Brand_B,2,2.02,4.04,Cash
TXN_205,CUST_291,2023-09-28 10:02:00,Store_D,Pickled Cucumbers,Brand_B,1,1.99,1.99,Cash
TXN_206,CUST_201,2023-09-22 19:25:00,Store_B,Cucumber,Brand_A,5,1.48,7.4,Cash
TXN_207,CUST_104,2023-09-28 17:00:00,Store_B,Pickled Cucumbers,Brand_A,2,2.04,4.08,Mobile Payment
TXN_208,CUST_101,2023-09-05 20:08:00,Store_B,Cucumber,Brand_B,5,1.25,6.25,Mobile Payment
TXN_209,CUST_144,2023-09-05 13:31:00,Store_C,Cucumber,Brand_A,3,1.38,4.14,Mobile Payment
TXN_210,CUST_108,2023-09-02 17:07:00,Store_A,Pickled Cucumbers,Brand_A,2,2.31,4.62,Mobile Payment
TXN_211,CUST_76,2023-09-13 18:04:00,Store_A,Cucumber,Brand_A,4,1.19,4.76,Credit Card
TXN_212,CUST_177,2023-09-30 10:58:00,Store_C,Pickled Cucumbers,Brand_B,4,2.48,9.92,Mobile Payment
TXN_213,CUST_100,2023-09-13 10:50:00,Store_D,Cucumber,Brand_B,5,1.33,6.65,Mobile Payment
TXN_214,CUST_198,2023-09-16 16:31:00,Store_C,Pickled Cucumbers,Brand_A,1,2.13,2.13,Credit Card
TXN_215,CUST_122,2023-09-09 14:32:00,Store_B,Pickled Cucumbers,Brand_B,1,1.81,1.81,Credit Card
TXN_216,CUST_33,2023-09-05 16:59:00,Store_B,Pickled Cucumbers,Brand_A,1,2.03,2.03,Cash
TXN_217,CUST_213,2023-09-13 17:09:00,Store_A,Pickled Cucumbers,Brand_A,4,2.22,8.88,Cash
TXN_218,CUST_283,2023-09-24 17:29:00,Store_C,Cucumber,Brand_B,5,1.02,5.1,Cash
TXN_219,CUST_153,2023-09-17 11:50:00,Store_D,Pickled Cucumbers,Brand_B,1,2.19,2.19,Credit Card
TXN_220,CUST_179,2023-09-12 13:15:00,Store_B,Cucumber,Brand_B,4,1.21,4.84,Cash
TXN_221,CUST_41,2023-09-18 10:40:00,Store_C,Pickled Cucumbers,Brand_B,4,2.31,9.24,Cash
TXN_222,CUST_79,2023-09-27 09:19:00,Store_B,Cucumber,Brand_A,2,1.43,2.86,Mobile Payment
TXN_223,CUST_298,2023-09-02 20:29:00,Store_B,Pickled Cucumbers,Brand_A,1,2.2,2.2,Cash
TXN_224,CUST_63,2023-09-13 19:50:00,Store_C,Cucumber,Brand_A,1,1.12,1.12,Credit Card
TXN_225,CUST_290,2023-09-20 19:07:00,Store_B,Cucumber,Brand_A,4,1.12,4.48,Mobile Payment
TXN_226,CUST_189,2023-09-12 13:52:00,Store_A,Cucumber,Brand_A,4,1.39,5.56,Cash
TXN_227,CUST_167,2023-09-17 14:09:00,Store_A,Pickled Cucumbers,Brand_C,4,1.54,6.16,Credit Card
